Id,Price
4567,157191.3927614189
5925,118714.75034404852
960,160122.68617504992
3848,147260.6905996906
746,225124.5998886492
868,340716.6108431473
672,112003.08501503976
2471,197379.69030512928
4510,121953.06551246077
8354,278700.9863811406
6393,173838.32016624568
13270,230517.6615636996
5250,313108.824423652
16751,187390.824876264
11404,137125.87821532035
10588,319228.42261799716
14925,186439.6430596391
6791,228389.03557433977
16097,186168.35800628405
16428,356917.49328976136
6945,335142.4938970289
3190,184269.60371163566
15709,444910.6499177629
13155,155315.26012235938
7675,202642.0099194527
14686,245974.14983306488
609,176252.60334964463
11155,171031.40371764702
10869,210221.70764262727
15742,238707.78854665693
9245,216198.3152933634
3340,195488.44708406317
2359,268631.06123001623
8070,201672.75843936883
13707,128395.52795535832
16079,262523.9711681077
15937,280683.38577009266
14090,162279.0011132351
9008,222373.94925586876
16384,177394.53975454057
11657,248566.51087784997
13151,151874.1891245019
8990,193692.28837478746
11857,192112.6348673593
1565,172137.89802346742
8174,116920.5619710567
9247,255643.26640534878
10478,215835.04547433538
15509,167457.85640117014
8306,234207.91364876358
6642,201482.17510064348
7472,195929.51786737613
15989,130052.70539038927
13682,134611.6928285953
163,372978.21245197236
7076,187950.5576965494
7478,334035.39756413474
3029,184868.96208907763
1814,153046.04186719927
10057,128758.12141564672
15100,199527.45862147136
12694,231986.93667394717
6291,183487.49641113202
12603,201799.5888694341
3218,246125.46072134515
13456,130151.80210259437
10170,232527.2259646138
4530,175433.20760190013
13329,186206.26530320247
4820,135680.95164472266
10896,178566.5574406677
13416,119845.10096664327
2701,226253.9926327743
11265,336764.5506223757
9189,291896.0488620687
1858,169213.53685560127
14536,255479.37288028907
6199,250216.9503095895
14730,151590.5511231399
7510,263732.3532368238
15505,160098.81206061604
7446,175201.75378687857
14016,207794.2226188014
14113,112820.99651436739
8721,309808.8687559732
6193,334925.39369669295
5717,174309.52010496505
5427,294696.76644026395
9520,462693.7316881385
6869,105143.8625086829
1658,161289.096997307
6639,207752.05478222077
6283,191397.32675845534
6257,127136.04627633697
15235,172634.7878823084
902,247020.35479498256
8932,210868.5087097537
16469,367114.50954002497
2825,262376.78056294797
6450,397803.7245690628
11366,181696.36415467248
3801,385294.0440732498
11385,200641.67191616804
1079,196281.45102896536
3202,276209.2357419821
676,211645.75195291406
6185,301653.2815186181
7730,165504.16879867433
2573,198893.6501520956
10978,222845.96116091526
10962,260565.1393662815
8870,184374.3114643214
8496,184918.99576869208
5517,156657.59097547492
927,178580.5686538294
13675,192761.67277198556
1499,238884.70346286718
15536,330259.9460337532
8602,331119.6916904135
12137,414822.86169873667
9865,255412.0407169982
16353,273518.02963795426
15908,217426.4072116516
3944,182899.74850652725
10359,203932.5706966026
15158,208121.15007138095
3259,241391.97982416098
7220,309924.1140445014
13843,204036.9815949994
16736,187920.09826184934
702,228358.70038849793
16401,297793.6800259454
12134,199197.76908176026
6918,207560.09332501542
11792,155400.15235388328
3798,178610.26072091243
10395,131003.30599998438
11099,130656.36975840639
7090,204686.03932968623
11260,192377.7525259673
9647,217351.85516417894
2903,358754.3526083891
2071,183747.5077334351
8604,201000.3529272147
9346,208800.67669907567
3945,199328.51463007194
3420,146781.62967376577
10842,127350.61200485312
725,170315.60637955586
13931,202295.27769899272
16330,223732.66518309922
9066,401395.34451820666
3326,307400.59821107093
1556,268825.65483410406
6579,109114.79017865295
13877,197370.2805421543
9857,319864.5297024458
7302,277708.81311769725
5684,179217.9663636527
6513,232287.68066795828
11342,113032.83100190529
16561,241519.02321479586
6885,180791.70304646774
9308,181549.44705166144
2559,214154.64339600867
6648,182387.31730901793
15260,170976.81326546558
5113,188503.91273203288
16492,197270.39523850055
12034,287924.4385104077
7248,204040.29486671454
2171,204185.74820238873
10594,163604.73112947552
13241,187803.7804444275
7032,145455.2164225558
4884,172872.1770009657
903,203333.98154336715
162,171258.74380624143
6566,282339.272331236
8249,132299.0275787778
13106,203158.238897339
256,126865.4043255613
7976,182495.51724661182
8575,220351.73743590908
7591,293382.81953210145
3204,255974.80678963804
15804,180405.85303671975
1525,312809.3190193061
9038,215546.7488348305
13628,198249.55878020206
10016,208181.58601741193
10208,239748.81136009723
2008,183946.31290054973
13029,205020.19310707855
5099,127426.92769729794
9923,297561.06781158777
9461,125547.39149628738
11086,187118.26886685836
15057,275758.1087448003
10689,238931.72377905535
2053,239510.7113856582
16630,178956.99482891712
4985,181570.68176722934
13881,277527.77025230974
13225,199174.45977871836
5779,72490.69322863131
10262,201703.97014491557
10762,217035.9222338145
9513,194619.34803328564
11128,179085.04298926264
2074,305476.20446960424
933,197609.86786497387
2780,192706.9967157434
6594,135345.38757675796
15394,288132.56645020575
14863,156089.76309324257
6698,220489.6859790768
1611,248338.21879153396
174,189508.47169686083
5160,229427.88144322808
3295,309708.47724494274
4559,378776.2323623623
8254,186156.2227304527
10228,105989.5214271729
13924,135598.3614274122
15341,242143.3736241361
4353,189496.9161171819
4334,70294.97473755697
1872,222346.41123350445
7823,174014.21469159974
310,149992.25556295176
3704,257528.57207945964
11615,281768.3216733962
6605,218561.71573777538
3381,204222.8448399627
2143,144692.60569896904
3191,273599.76371674374
13980,141129.86680633578
15613,169323.87514838803
10943,338317.645284529
9654,172929.7525487422
16053,433548.7183311463
14931,220636.96061477164
8299,230274.53943110866
2147,175608.324417009
11567,363267.97329502064
5905,137786.97086282665
11160,168972.062577263
8275,150432.56430924888
16398,280330.23247904214
11229,183553.64812466296
10309,157878.1553543104
7340,279678.95810903516
7653,171052.1723755241
272,205291.7858108536
9831,218622.09516929998
5016,165788.9096308999
5968,69774.73003012208
796,273545.0433174194
12123,138503.81017694794
16629,176027.04834299153
2637,173443.76515803178
6194,216430.88038439094
6216,317566.7048793851
14346,180624.96186216152
6428,135133.47814238933
2891,229109.31389811388
84,173971.40056287512
9260,217301.9634761166
15250,130174.07019168512
2348,186164.17798525628
10427,270631.1146645466
13230,256711.722294995
1691,208111.82226954776
8803,128905.85034418899
5464,234435.38479400775
10559,111686.2765865763
16787,309402.17570112663
4278,161691.60138351613
6183,175695.96452935148
12775,159574.62556065194
10104,182602.85861977274
13663,202631.1230735382
9404,287393.4760741144
14724,211300.54155209544
10040,185225.27699233955
4646,184879.76435389303
4754,159904.52182114104
3310,222922.71834505192
2003,190618.4930386843
7312,190771.2511491797
10921,281364.56827754085
13419,288674.3154418584
10105,156431.87635610253
2196,380899.34626843367
12659,233352.33382797008
4380,229070.97694368777
10847,170614.68732640916
10805,269718.6377095356
8709,101691.0121165024
8319,173382.3207632324
2215,187541.94887374542
7000,202171.63569386033
7701,115911.77924436824
9678,189845.79917674928
14026,221985.8159413428
7971,167167.34861951362
13734,146479.88744070244
16483,205719.34221463234
6150,217065.35956421224
2931,279855.42326237715
5418,193443.62611511606
1662,480539.7349568939
2441,215605.42926383845
669,132538.7752057218
7734,186322.5571238239
6010,278496.96085142443
266,144941.78367522152
632,142873.80469201363
16221,132237.09893977368
11832,173836.67738071753
5035,109796.13007222499
37,114474.62483750546
6168,187198.2662060799
11757,183336.89282091835
8086,158796.21029111772
6529,228066.983414488
15121,192608.13213040997
13904,141549.28633317404
3711,191181.17639929423
16563,131757.50286580806
14494,178234.51520012596
3006,205697.44376436816
15299,108443.46710436436
92,296762.3195413121
8066,198811.60482673673
16071,218419.19587775314
10662,133532.35273086466
3883,225964.47055315628
5511,128671.81173163981
2821,268083.6397069351
9570,205023.22874281692
4326,259463.11209850293
9251,247376.83186277258
9031,198799.3756025869
12689,169340.70150062724
16380,250564.2849174932
1053,256551.86936547706
4568,182217.87826699493
16140,115060.23104079426
14356,402675.2610147161
8466,176702.18513332785
15652,142368.283468357
3285,122639.798262119
3198,166594.1624736597
14088,430479.1620349038
2268,146245.87533679785
15472,222517.29384649338
1203,237640.63047159542
7157,352282.3895451276
6886,184625.54121727226
5083,231268.17641416297
7467,116854.19524524102
14068,186062.84992660585
2080,176652.3472353001
10865,176400.59216396546
13516,187695.7615770507
14150,205963.82822438044
7609,135289.1519414406
2144,373016.96482328017
10357,201795.80250836318
2396,243649.1964843625
1526,315448.29933226237
10890,252045.10343982658
8638,432512.6057692698
6050,249779.65602960967
7639,104162.71549067518
10544,196709.19210127226
9577,228163.53564417746
13195,217461.6283717509
3484,211647.59909112577
16668,445012.2047303127
7171,180011.58794921983
8547,215316.60339789523
12735,224940.66851048355
9093,196414.5880120028
15323,254014.9515471137
14897,147023.54264822285
5135,167740.8929221049
5327,201803.63203079088
13133,257363.17454702948
1676,289345.73940932093
16296,282393.0837320656
1095,161619.86875515082
12528,149435.79476716256
7348,256488.1220739236
11663,166337.03935921506
1803,201885.67009168994
1510,239518.86016403866
16045,199650.43518105257
2900,150029.87291933206
3236,174769.4899337233
1318,262107.2360554112
14948,234288.03593278164
7840,305425.8330530018
15325,181166.19522665715
8700,175737.91876677
15706,201954.77053645178
14449,155777.40324137718
16117,246843.7429434107
4529,193773.59040408654
11199,191229.83038475597
4052,378753.7714218965
821,209578.83130591514
68,203018.0085708601
554,111134.85656102361
452,187403.3492460735
11394,298869.8805797464
11393,196301.27949835092
9535,171322.94477898208
4024,193487.6108637854
10069,205441.07052988905
12007,162190.88637965024
12368,406552.3239252309
1259,346635.2509913175
